CODE,Slide,Cross,Decay,Pathogen,Hyphae,None.Path,,Arbuscules,Vesicles,M_Hyphae,None.Myc,,Herbivory,None.Herb,,notes
,2,9,,,1,,,,,1,,,,1,,
,2,10,,,1,,,,,1,,,,1,,
,2,11,,,1,,,,,1,,,,1,,
,2,12,,,1,,,1,,,,,,1,,
,2,13,,,1,,,,1,,,,,1,,
,2,14,,,1,,,,,1,,,,1,,
,2,15,,,1,,,,,1,,,,1,,
,2,16,,,,1,,,,1,,,,1,,
,2,17,,,1,,,,,1,,,,1,,
,2,18,,,1,,,,1,,,,,1,,
,2,19,,,1,,,,1,,,,,1,,
,2,20,,,1,,,,,1,,,,1,,
,2,21,,,1,,,,,1,,,,1,,
,2,22,,1,,,,,,1,,,,1,,
,2,23,,,,1,,,,1,,,,1,,
,2,24,,,,1,,,,1,,,,1,,
,2,25,,,1,,,,,,1,,,1,,
,2,26,,,1,,,1,,,,,,1,,
,2,27,,,,1,,,,1,,,,1,,
,2,28,,,,1,,,,,1,,,1,,
,2,29,,,,1,,,,,1,,,1,,
,2,30,,,1,,,,,1,,,,1,,
,2,31,,,1,,,,,1,,,,1,,
,2,32,,,1,,,,,1,,,,1,,
,2,33,,,,1,,,,1,,,,1,,
,2,34,,,1,,,,,1,,,,1,,
,2,35,,,,1,,,,1,,,,1,,
,2,36,,,,1,,,,1,,,,1,,
,2,37,,,,1,,,,1,,,,1,,
,2,38,,,,1,,,1,,,,,1,,
,2,39,,,1,,,,,1,,,,1,,
,2,40,,,1,,,,1,,,,,1,,
,2,41,,,1,,,,1,,,,,1,,
,2,42,,,1,,,,1,,,,,1,,
,2,43,,,1,,,,,1,,,,1,,
,2,44,,,1,,,,,1,,,,1,,
,2,45,,,1,,,,1,,,,,1,,
,2,46,,,,1,,,,,1,,,1,,
,2,47,,,,1,,,,1,,,,1,,
,2,48,,,1,,,,,1,,,,1,,
,2,49,,,1,,,,,1,,,,1,,
,2,50,,,,1,,,1,,,,,1,,
,slide 1 total,,1,1,41,7,,0,7,38,5,,5,45,,
,slide 2 total,,0,1,31,18,,2,9,33,6,,0,50,,
,TOTAL,,1,2,72,25,,2,16,71,11,,5,95,,
4IAH3,1,1,,1,,,,,,,1,,,1,,
,1,2,,,1,,,,,,1,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,1,,,,,,1,,1,,,
,1,5,,,1,,,,,,1,,,1,,
,1,6,,,1,,,,,,1,,,1,,
,1,7,,,,1,,,,,1,,1,,,
,1,8,,,1,,,,,,1,,,1,,
,1,9,,,1,,,,,,1,,,1,,
,1,10,,,1,,,,,,1,,,1,,
,1,11,,,1,,,,,,1,,,1,,
,1,12,,,1,,,,,,1,,,1,,
,1,13,,,1,,,,,,1,,,1,,
,1,14,,,1,,,,,,1,,,1,,
,1,15,,,1,,,,,,1,,,1,,
,1,16,,1,,,,,,1,,,,1,,
,1,17,,,1,,,,,,1,,,1,,
,1,18,,,1,,,,,1,,,,1,,
,1,19,,,1,,,,,,1,,,1,,
,1,20,,,,1,,,,1,,,,1,,
,1,21,,,1,,,,,1,,,1,,,
,1,22,,,1,,,,,1,,,,1,,
,1,23,,,1,,,,,,1,,,1,,
,1,24,,,1,,,,,,1,,,1,,
,1,25,,,,1,,,,,1,,1,,,
,1,26,,,1,,,,,,1,,,1,,
,1,27,,,1,,,,,,1,,1,,,
,1,28,1,,,,,,,,1,,1,,,
,1,29,,,1,,,,,,1,,,1,,
,1,30,,,1,,,,,,1,,,1,,
,2,1,,,1,,,,,,1,,,1,,
,2,2,,,1,,,,,,1,,,1,,
,2,3,,,1,,,,,,1,,,1,,
,2,4,,,1,,,,,,1,,,1,,
,2,5,,,,1,,,,,1,,,1,,
,2,6,,,1,,,,,,1,,,1,,
,2,7,,1,,,,,,,1,,,1,,
,2,8,,,1,,,,,,1,,,1,,
,2,9,,1,,,,,,,1,,,1,,
,2,10,,,1,,,,,,1,,,1,,
,2,11,,,1,,,,,,1,,,1,,
,2,12,,,1,,,,,,1,,,1,,
,2,13,,,1,,,,,1,,,,1,,
,2,14,,,1,,,,,,1,,,1,,
,2,15,,,1,,,,,,1,,,1,,
,2,16,,1,,,,,,,1,,,1,,
,2,17,,,1,,,,,,1,,,1,,
,2,18,,,1,,,,,,1,,,1,,
,2,19,,,1,,,,,1,,,1,,,
,2,20,,,1,,,,,,1,,,1,,
,2,21,,,1,,,,,,1,,,1,,
,2,22,,,,1,,,,,1,,,1,,
,2,23,,,1,,,,,,1,,,1,,
,2,24,,,1,,,,,,1,,,1,,
,2,25,,,1,,,,,,1,,,1,,
,2,26,,,,1,,,,,1,,,1,,
,2,27,,,,1,,,,,1,,,1,,
,2,28,,,1,,,,,,1,,,1,,
,2,29,,,1,,,,,,1,,,1,,
,2,30,,,1,,,,,1,,,,1,,
,2,31,,,,1,,,,,1,,,1,,
,2,32,,,,1,,,,1,,,,1,,
,2,33,,,1,,,,,1,,,,1,,
,2,34,,,1,,,,,1,,,,1,,
,3,1,,,,1,,,,,1,,,1,,
,3,2,,1,,,,,,,1,,,1,,
,3,3,,,1,,,,,,1,,,1,,
,3,4,1,,,,,,,,1,,,1,,
,3,5,,,1,,,,,,1,,,1,,
,3,6,,,1,,,,,1,,,,1,,
,3,7,,1,,,,,,1,,,,1,,
,3,8,,,1,,,,,,1,,,1,,
,3,9,,,1,,,,,,1,,1,,,
,3,10,,,1,,,,,1,,,,1,,
,3,11,,,1,,,,,,1,,,1,,
,3,12,,,1,,,,,1,,,,1,,
,3,13,,,1,,,,,,1,,,1,,
,3,14,,,1,,,,,,1,,,1,,
,3,15,,,1,,,,,1,,,,1,,
,3,16,,,,1,,,,1,,,1,,,
,3,17,,,1,,,,,1,,,,1,,
,3,18,,,,1,,,,1,,,,1,,
,3,19,,,,1,,,,1,,,,1,,
,3,20,,,1,,,,,1,,,,1,,
,3,21,,,1,,,,,1,,,,1,,
,3,22,,1,,,,,,,1,,,1,,
,3,23,,,1,,,,,,1,,,1,,
,3,24,,,1,,,,,,1,,,1,,
,3,25,,,1,,,,,1,,,,1,,
,3,26,,,,1,,,,,1,,,1,,
,3,27,,,1,,,,,1,,,,1,,
,3,28,,,1,,,,,,1,,,1,,
,3,29,,1,,,,,,,1,,,1,,
,3,30,,,1,,,,,,1,,,1,,
,3,31,,,1,,,,,,1,,,1,,
,3,32,,,1,,,,,1,,,,1,,
,3,33,,,1,,,,,1,,,,1,,
,3,34,,,1,,,,,,1,,,1,,
,3,35,,,1,,,,,,1,,,1,,
,3,36,,,1,,,,,,1,,,1,,
,slide 1 total,,1,2,24,3,,0,0,6,24,,6,24,,
,slide 2 total,,0,3,25,6,,0,0,6,28,,1,33,,
,slide 3 total,,1,4,26,5,,0,0,15,21,,2,34,,
,TOTAL,,2,9,75,14,,0,0,27,73,,9,91,,
3OCL2,1,1,,,1,,,,,,1,,,1,,
,1,2,,,,1,,,,1,,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,1,,,,,,1,,,1,,
,1,5,,,1,,,,,,1,,,1,,
,1,6,,,1,,,,,1,,,,1,,
,1,7,,,,1,,,1,,,,,1,,
,1,8,,,,1,,,,1,,,,1,,
,1,9,,,,1,,,,1,,,,1,,
,1,10,,,,1,,,,1,,,,1,,
,1,11,,,1,,,,,1,,,,1,,
,1,12,,,,1,,,,1,,,,1,,
,1,13,,,,1,,,1,,,,,1,,
,1,14,,,1,,,,,1,,,,1,,
,1,15,,,,1,,,,1,,,,1,,
,1,16,,,,1,,,,1,,,,1,,
,1,17,,,1,,,,,1,,,,1,,
,1,18,,,,1,,,,,1,,,1,,
,1,19,,,1,,,,,1,,,,1,,
,1,20,,,,1,,,,1,,,,1,,
,1,21,,,1,,,,,,1,,,1,,
,1,22,,,,1,,,,,1,,,1,,
,1,23,,,1,,,,,,1,,,1,,
,1,24,,,,1,,,,1,,,,1,,
,1,25,,,,1,,,,1,,,,1,,
,1,26,,,1,,,,,,1,,,1,,
,1,27,,,,1,,,,,1,,,1,,
,1,28,,,1,,,,,1,,,,1,,
,1,29,,,,1,,,,1,,,,1,,
,1,30,,,,1,,,,,1,,,1,,
,1,31,,,1,,,,,1,,,,1,,
,1,32,,,,1,,,,1,,,,1,,
,1,33,,,1,,,,,1,,,,1,,
,1,34,,,,1,,,,1,,,,1,,
,1,35,,,,1,,1,,,,,,1,,
,1,36,,,1,,,,1,,,,,1,,
,1,37,,,1,,,,,,1,,,1,,
,1,38,,,1,,,,,,1,,,1,,
,1,39,,,1,,,,,1,,,,1,,
,1,40,,,,1,,,,,1,,,1,,
,1,41,,,,1,,,1,,,,,1,,
,1,42,,,1,,,,,1,,,,1,,
,1,43,,,1,,,,,1,,,,1,,
,1,44,,,1,,,,1,,,,,1,,
,1,45,,,,1,,,,1,,,,1,,
,1,46,,,1,,,,,1,,,,1,,
,1,47,,,,1,,,,1,,,,1,,
,1,48,,,,1,,,,,1,,,1,,
,1,49,,,1,,,,,1,,,,1,,
,1,50,,,1,,,,,1,,,,1,,
,2,1,,,1,,,,,1,,,,1,,
,2,2,,,1,,,,,1,,,,1,,
,2,3,,,1,,,,,1,,,,1,,
,2,4,,,1,,,,,1,,,,1,,
,2,5,,,1,,,,,1,,,,1,,
,2,6,,,1,,,,,1,,,,1,,
,2,7,,,1,,,,,1,,,,1,,
,2,8,,,,1,,,,1,,,,1,,
,2,9,,,,1,,,,1,,,,1,,
,2,10,,,,1,,,,1,,,,1,,
,2,11,,,1,,,,,1,,,,1,,
,2,12,,,,1,,1,,,,,,1,,
,2,13,,,,1,,,1,,,,,1,,
,2,14,,,,1,,,,1,,,,1,,
,2,15,,,,1,,1,,,,,,1,,
,2,16,,,,1,,,,1,,,,1,,
,2,17,,,,1,,,,1,,,,1,,
,2,18,,,,1,,,,1,,,,1,,
,2,19,,,1,,,,,1,,,,1,,
,2,20,,,,1,,,,,1,,,1,,
,2,21,,,1,,,,1,,,,,1,,
,2,22,,,,1,,,,1,,,,1,,
,2,23,,,,1,,,,1,,,,1,,
,2,24,,,,1,,,1,,,,,1,,
,2,25,,,,1,,,,1,,,,1,,
,2,26,,,,1,,,,,1,,,1,,
,2,27,,,1,,,,,1,,,,1,,
,2,28,,,,1,,,,,1,,,1,,
,2,29,,,1,,,,,1,,,,1,,
,2,30,,,,1,,,,1,,,,1,,
,2,31,,,,1,,,,,1,,,1,,
,2,32,,,,1,,,,1,,,,1,,
,2,33,,,,1,,,,1,,,,1,,
,2,34,,,,1,,,,1,,,,1,,
,2,35,,,,1,,,,1,,,,1,,
,2,36,,,,1,,,,1,,,,1,,
,2,37,,1,,,,,,1,,,,1,,
,2,38,,,,1,,,,,1,,,1,,
,2,39,,,,1,,,,,1,,,1,,
,2,40,,,,1,,,1,,,,,1,,
,2,41,1,,,,,,,,1,,,1,,
,2,42,,,1,,,,,1,,,,1,,
,2,43,,,,1,,,,1,,,,1,,
,2,44,,,,1,,,,1,,,,1,,
,2,45,,,1,,,,,1,,,,1,,
,2,46,,,,1,,,1,,,,,1,,
,2,47,,,,1,,,1,,,,,1,,
,2,48,,,,1,,1,,,,,,1,,
,2,49,,,,1,,,,1,,,,1,,
,2,50,,,,1,,,,1,,,,1,,
,slide 1 total,,0,0,25,25,,1,5,30,14,,0,50,,
,slide 2 total,,1,1,14,34,,3,6,34,7,,0,50,,
,TOTAL,,1,1,39,59,,4,11,64,21,,0,100,,
2OGR2,1,1,,,1,,,,,1,,,,1,,
,1,2,,,1,,,,,1,,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,1,,,,,1,,,,1,,
,1,5,,,1,,,,,1,,,,1,,
,1,6,,,1,,,,,1,,,,1,,
,1,7,,,,1,,,,1,,,,1,,
,1,8,,,,1,,,,1,,,,1,,
,1,9,,,1,,,,,1,,,,1,,
,1,10,,,,1,,,,1,,,,1,,
,1,11,,,1,,,,,1,,,,1,,
,1,12,,,1,,,,,,1,,,1,,
,1,13,,,,1,,,,1,,,,1,,
,1,14,,,,1,,,,1,,,,1,,
,1,15,,,1,,,,,1,,,,1,,
,1,16,,,1,,,,,1,,,,1,,
,1,17,,,1,,,,,1,,,,1,,
,1,18,,,1,,,,,1,,,1,,,
,1,19,,,1,,,,,1,,,1,,,
,1,20,,,1,,,,,1,,,,1,,
,1,21,,,,1,,,,1,,,,1,,
,1,22,,,1,,,,,1,,,,1,,
,1,23,,,,1,,,,1,,,,1,,
,1,24,,,,1,,,,1,,,,1,,
,1,25,,,,1,,,,,1,,,1,,
,1,26,,,1,,,,,1,,,1,,,
,1,27,,,1,,,,,1,,,,1,,
,1,28,,,1,,,,,1,,,,1,,
,1,29,,,1,,,,,1,,,,1,,
,1,30,,,1,,,,,1,,,,1,,
,1,31,,,1,,,,,1,,,,1,,
,1,32,,,1,,,,,1,,,,1,,
,1,33,,,1,,,,,1,,,,1,,
,1,34,,,1,,,,,,1,,,1,,
,1,35,,,1,,,,,1,,,,1,,
,1,36,,,1,,,,,,1,,,1,,
,1,37,,,,1,,,,,1,,,1,,
,1,38,,,,1,,,,1,,,1,,,
,1,39,,,,1,,,,1,,,,1,,
,1,40,,,,1,,,,1,,,,1,,
,1,41,,,1,,,,,,1,,,1,,
,1,42,,,1,,,,,1,,,,1,,
,1,43,,,,1,,,,,1,,,1,,
,1,44,,,1,,,,,,1,,,1,,
,1,45,,,1,,,,,,1,,,1,,
,1,46,,,1,,,,,1,,,,1,,
,1,47,,,,1,,,,1,,,,1,,
,1,48,,,,1,,,,1,,,,1,,
,1,49,,,,1,,,,1,,,,1,,
,1,50,,,,1,,,,,1,,,1,,
,2,1,,,1,,,,1,,,,,1,,
,2,2,,,,1,,,,1,,,,1,,
,2,3,,,,1,,,,1,,,,1,,
,2,4,,,,1,,,,1,,,,1,,
,2,5,,,,1,,,,1,,,,1,,
,2,6,,,,1,,,,,1,,,1,,
,2,7,,,,1,,,,1,,,,1,,
,2,8,,,1,,,,1,,,,,1,,
,2,9,,,,1,,,,1,,,,1,,
,2,10,,,1,,,,,1,,,,1,,
,2,11,,,1,,,,,1,,,,1,,
,2,12,,,,1,,,,1,,,,1,,
,2,13,,,,1,,,,1,,,,1,,
,2,14,,,,1,,,,,1,,,1,,
,2,15,,,1,,,,,1,,,,1,,
,2,16,,,,1,,,,1,,,,1,,
,2,17,,,,1,,,,1,,,,1,,
,2,18,,,,1,,,,1,,,,1,,
,2,19,,1,,,,,,1,,,,1,,
,2,20,,,,1,,,,1,,,,1,,
,2,21,,,,1,,,,1,,,,1,,
,2,22,,,,1,,,1,,,,,1,,
,2,23,,,,1,,,,1,,,,1,,
,2,24,,,,1,,,,1,,,,1,,
,2,25,,,,1,,,,,1,,,1,,
,2,26,,,,1,,,,1,,,,1,,
,2,27,,,,1,,,,,1,,,1,,
,2,28,,,,1,,,,,1,,,1,,
,2,29,,,,1,,,,1,,,,1,,
,2,30,,,,1,,,,1,,,,1,,
,2,31,,,,1,,,,,1,,,1,,
,2,32,,,,1,,,,1,,,,1,,
,2,33,,,,1,,,,1,,,,1,,
,2,34,,,1,,,,,1,,,,1,,
,2,35,,,,1,,,,1,,,,1,,
,2,36,,,1,,,,,1,,,,1,,
,2,37,,,,1,,,,1,,,,1,,
,2,38,,,,1,,,,1,,,,1,,
,2,39,,,,1,,,,1,,,,1,,
,2,40,,,,1,,,,1,,,,1,,
,2,41,,,,1,,,,1,,,,1,,
,2,42,,,,1,,,,1,,,,1,,
,2,43,,,,1,,,,1,,,,1,,
,2,44,,,1,,,,,1,,,,1,,
,2,45,,,1,,,,,1,,,,1,,
,2,46,1,,,,,,1,,,,,1,,
,2,47,,,1,,,,,1,,,,1,,
,2,48,,,1,,,,,1,,,,1,,
,2,49,,,1,,,,,1,,,,1,,
,2,50,1,,,,,,,1,,,,1,,
,slide 1 total,,0,0,32,18,,0,0,40,10,,4,46,,
,slide 2 total,,2,1,12,35,,0,4,40,6,,0,50,,
,TOTAL,,2,1,44,53,,0,4,80,16,,4,96,,
8ICL1,1,1,,,,1,,,,,1,,,1,,
,1,2,,,,1,,,,,1,,,1,,
,1,3,,,,1,,,,,1,,,1,,
,1,4,,,,1,,,,1,,,,1,,
,1,5,,,,1,,,,1,,,,1,,
,1,6,,,,1,,,,,1,,,1,,
,1,7,,,,1,,,,,1,,,1,,
,1,8,,,1,,,,,1,,,,1,,
,1,9,,,,1,,,,1,,,,1,,
,1,10,,,,1,,,,1,,,,1,,
,1,11,,,,1,,,,,1,,,1,,
,1,12,,,,1,,,,,1,,,1,,
,1,13,,,,1,,,,1,,,,1,,
,1,14,,,,1,,,,,1,,,1,,
,1,15,,,1,,,,,,1,,,1,,
,1,16,,,1,,,,,,1,,,1,,
,1,17,,,,1,,,,,1,,,1,,
,1,18,,,1,,,,,,1,,,1,,
,1,19,,,,1,,,,,1,,,1,,
,1,20,,,,1,,,,,1,,,1,,
,1,21,,,1,,,,,,1,,,1,,
,1,22,,,,1,,,,,1,,,1,,
,1,23,,,,1,,,,,1,,,1,,
,1,24,,,,1,,,,,1,,,1,,
,1,25,1,,,,,,,,1,,,1,,
,1,26,,,1,,,,,1,,,,1,,
,1,27,,,,1,,,,,1,,,1,,
,1,28,,,,1,,,,,1,,,1,,
,1,29,,,,1,,,,,1,,,1,,
,1,30,1,,,,,,,,1,,,1,,
,1,31,,,,1,,,,,1,,,1,,
,1,32,,,,1,,,,,1,,,1,,
,1,33,1,,,,,,,1,,,,1,,
,1,34,,,1,,,,,,1,,,1,,
,1,35,,,,1,,,,,1,,1,,,
,1,36,,1,,,,,,,1,,,1,,
,1,37,,,,1,,,,,1,,,1,,
,1,38,,1,,,,,,1,,,,1,,
,1,39,,,,1,,,,1,,,,1,,
,1,40,,,1,,,,,,1,,,1,,
,1,41,,,,1,,,,,1,,,1,,
,1,42,,,,1,,,,,1,,,1,,
,1,43,,,1,,,,,1,,,,1,,
,1,44,,,1,,,,,,1,,,1,,
,1,45,,,,1,,,,,1,,,1,,
,1,46,,,1,,,,,,1,,,1,,
,1,47,,1,,,,,,,1,,,1,,
,1,48,,,,1,,,,,1,,,1,,
,1,49,,,,1,,,,,1,,,1,,
,1,50,,1,,,,,,,1,,,1,,
,2,1,,,1,,,,,,1,,,1,,
,2,2,,,1,,,,,,1,,,1,,
,2,3,,,,1,,,,,1,,,1,,
,2,4,,,,1,,,,1,,,,1,,
,2,5,,1,,,,,,1,,,1,,,
,2,6,,,,1,,,,,1,,,1,,
,2,7,,,,1,,,,,1,,,1,,
,2,8,,,1,,,,,,1,,,1,,
,2,9,,,,1,,,,,1,,1,,,
,2,10,,,1,,,,,1,,,,1,,
,2,11,,,1,,,,,1,,,,1,,
,2,12,,,,1,,,,1,,,,1,,
,2,13,,,1,,,,,,1,,,1,,
,2,14,,,1,,,,,1,,,,1,,
,2,15,,,,1,,,,,1,,,1,,
,2,16,,,1,,,,,,1,,,1,,
,2,17,,,1,,,,,,1,,,1,,
,2,18,,,,1,,,,1,,,,1,,
,2,19,,,1,,,,,,1,,,1,,
,2,20,,,,1,,,,,1,,,1,,
,2,21,,,,1,,,,1,,,,1,,
,2,22,,,,1,,,,1,,,,1,,
,2,23,,,,1,,,,,1,,,1,,
,2,24,,,1,,,,,,1,,,1,,
,2,25,,,,1,,,,,1,,,1,,
,2,26,,,,1,,,,,1,,,1,,
,2,27,,,,1,,,,1,,,,1,,
,2,28,,,,1,,,,,1,,,1,,
,2,29,,,,1,,,,,1,,,1,,
,2,30,,,,1,,,,,1,,,1,,
,2,31,,,,1,,,,,1,,,1,,
,2,32,,,,1,,,,,1,,,1,,
,2,33,1,,,,,,,,1,,,1,,
,2,34,,,,1,,,,,1,,,1,,
,2,35,,,,1,,,,1,,,1,,,
,2,36,,1,,,,,,,1,,,1,,
,2,37,,,,1,,,,,1,,,1,,
,2,38,,,,1,,,,,1,,,1,,
,2,39,,,,1,,,,,1,,,1,,
,2,40,,,,1,,,,,1,,,1,,
,2,41,,,1,,,,,,1,,,1,,
,2,42,,,1,,,,,1,,,,1,,
,2,43,,,,1,,,,1,,,,1,,
,2,44,,,1,,,,,,1,,,1,,
,2,45,,,,1,,,,,1,,,1,,
,2,46,1,,,,,,,1,,,,1,,
,2,47,,,,1,,,,,1,,,1,,
,2,48,,,1,,,,,,1,,,1,,
,2,49,,,1,,,,,,1,,,1,,
,2,50,,,,1,,,,,1,,,1,,
,slide 1 total,,3,4,11,32,,0,0,11,39,,1,49,,
,slide 2 total,,2,2,16,30,,0,0,14,36,,3,47,,
,TOTAL,,5,6,27,62,,0,0,25,75,,4,96,,
1ISC3,1,1,,,,1,,,1,,,,,1,,
,1,2,,,1,,,,1,,,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,1,,,,,1,,,,1,,
,1,5,1,,,,,,1,,,,,1,,
,1,6,,,1,,,,1,,,,,1,,
,1,7,,,1,,,1,,,,,,1,,
,1,8,,1,,,,,,1,,,,1,,
,1,9,,,,1,,,,1,,,,1,,
,1,10,,,1,,,,1,,,,,1,,
,1,11,,1,,,,,1,,,,,1,,
,1,12,,,1,,,1,,,,,,1,,
,1,13,,,1,,,,,1,,,,1,,
,1,14,1,,,,,,1,,,,,1,,
,1,15,,,,1,,,1,,,,1,,,
,1,16,,,1,,,,1,,,,,1,,
,1,17,,,1,,,1,,,,,1,,,
,1,18,,,1,,,,1,,,,,1,,
,1,19,,,1,,,,,1,,,,1,,
,1,20,,,1,,,1,,,,,,1,,
,1,21,,,1,,,,1,,,,,1,,
,1,22,,,1,,,,,1,,,1,,,
,1,23,,,1,,,,,1,,,,1,,
,1,24,,,,1,,,,1,,,,1,,
,1,25,,,1,,,,,1,,,,1,,
,1,26,,,1,,,,,1,,,,1,,
,1,27,1,,,,,,1,,,,,1,,
,1,28,,1,,,,,,,1,,,1,,
,1,29,1,,,,,,1,,,,,1,,
,1,30,1,,,,,,,1,,,,1,,
,1,31,,,1,,,,1,,,,,1,,
,1,32,,,1,,,,,1,,,,1,,
,1,33,,,1,,,,1,,,,,1,,
,1,34,,,1,,,,1,,,,,1,,
,1,35,,,1,,,,,1,,,,1,,
,1,36,,,1,,,,,1,,,,1,,
,1,37,,,1,,,,1,,,,,1,,
,1,38,,,1,,,,,1,,,,1,,
,1,39,,,1,,,,,1,,,,1,,
,1,40,,,1,,,,1,,,,,1,,
,1,41,,,,1,,,,1,,,1,,,
,1,42,1,,,,,,,1,,,,1,,
,1,43,1,,,,,,1,,,,,1,,
,1,44,,1,,,,,1,,,,,1,,
,1,45,,,1,,,,,1,,,,1,,
,1,46,,,1,,,,1,,,,,1,,
,1,47,,,,1,,,1,,,,,1,,
,1,48,,,1,,,,,1,,,,1,,
,1,49,,,1,,,,,1,,,,1,,
,1,50,,,1,,,,1,,,,,1,,
,2,1,,,,1,,,,1,,,,1,,
,2,2,,,1,,,,,1,,,,1,,
,2,3,,,,1,,,,1,,,,1,,
,2,4,,,1,,,,1,,,,,1,,
,2,5,1,,,,,,,1,,,,1,,
,2,6,,,1,,,,1,,,,,1,,
,2,7,,,1,,,,,1,,,,1,,
,2,8,,,1,,,,1,,,,,1,,
,2,9,,1,,,,,,1,,,,1,,
,2,10,,,1,,,,1,,,,,1,,
,2,11,,,1,,,,1,,,,,1,,
,2,12,,,1,,,,1,,,,,1,,
,2,13,,,,1,,,,,1,,,1,,
,2,14,,1,,,,,,1,,,,1,,
,2,15,,,,1,,,,1,,,,1,,
,2,16,,,1,,,,,1,,,,1,,
,2,17,,,,1,,,1,,,,,1,,
,2,18,,,,1,,,,1,,,,1,,
,2,19,,,1,,,,1,,,,,1,,
,2,20,,,1,,,,1,,,,,1,,
,2,21,1,,,,,1,,,,,,1,,
,2,22,,,1,,,,1,,,,,1,,
,2,23,,,1,,,,,1,,,,1,,
,2,24,,,,1,,,1,,,,,1,,
,2,25,,,1,,,1,,,,,,1,,
,2,26,,,1,,,,1,,,,,1,,
,2,27,,,1,,,,1,,,,,1,,
,2,28,,,,1,,,,1,,,,1,,
,2,29,1,,,,,,,1,,,,1,,
,2,30,,,1,,,,,1,,,,1,,
,2,31,,,1,,,,,1,,,,1,,
,2,32,,,,1,,,1,,,,,1,,
,2,33,,,1,,,,,1,,,,1,,
,2,34,,,1,,,,1,,,,,1,,
,2,35,,1,,,,,,1,,,,1,,
,2,36,,,1,,,,,1,,,,1,,
,2,37,,,1,,,,1,,,,,1,,
,2,38,,1,,,,,,1,,,,1,,
,2,39,,,,1,,,,1,,,,1,,
,2,40,,,1,,,,1,,,,,1,,
,2,41,,,1,,,1,,,,,,1,,
,2,42,,,1,,,,1,,,,,1,,
,2,43,,,,1,,,,1,,,,1,,
,2,44,,,1,,,,1,,,,,1,,
,2,45,,,1,,,1,,,,,,1,,
,2,46,,1,,,,,1,,,,,1,,
,2,47,1,,,,,,1,,,,,1,,
,2,48,,,1,,,1,,,,,,1,,
,2,49,,1,,,,,1,,,,,1,,
,2,50,,,1,,,,1,,,,,1,,
,slide 1 total,,7,4,34,5,,4,23,22,1,,4,46,,
,slide 2 total,,4,6,29,11,,5,23,21,1,,0,50,,
,TOTAL,,11,10,63,16,,9,46,43,2,,4,96,,
4OMR3,1,1,,,,1,,,,1,,,,1,,
,1,2,,,1,,,,,,1,,,1,,
,1,3,,,1,,,,,1,,,,1,,
,1,4,,,,1,,,1,,,,,1,,
,1,5,,,,1,,,,1,,,,1,,
,1,6,,,,1,,1,,,,,,1,,
,1,7,,,1,,,,,1,,,,1,,
,1,8,,,1,,,,,,1,,,1,,
,1,9,,,,1,,,,1,,,,1,,
,1,10,,,,1,,,,1,,,,1,,
,1,11,,,1,,,,,,1,,,1,,
,1,12,,,,1,,,1,,,,,1,,
,1,13,,,1,,,,1,,,,1,,,
,1,14,,,,1,,,,,1,,,1,,
,1,15,,,1,,,,,1,,,,1,,
,1,16,,,1,,,,,1,,,,1,,
,1,17,,,,1,,1,,,,,,1,,
,1,18,,,,1,,,,1,,,,1,,
,1,19,,,,1,,,,1,,,,1,,
,1,20,,,,1,,,,,1,,,1,,
,1,21,,,,1,,,,1,,,1,,,
,1,22,,,,1,,,,1,,,,1,,
,1,23,,,1,,,,,,1,,,1,,
,1,24,1,,,,,,,1,,,,1,,
,1,25,,,1,,,,,,1,,,1,,
,1,26,,,,1,,,,1,,,,1,,
,1,27,,,1,,,,,1,,,,1,,
,1,28,,,,1,,,,,1,,,1,,
,1,29,,,,1,,,,,1,,,1,,
,1,30,,,,1,,,,1,,,,1,,
,1,31,1,,,,,,,1,,,,1,,
,1,32,,,,1,,,,,1,,,1,,
,1,33,,,,1,,,,1,,,,1,,
,1,34,1,,,,,1,,,,,,1,,
,1,35,,,,1,,,,1,,,,1,,
,1,36,,,,1,,,,1,,,1,,,
,1,37,,,,1,,,,1,,,,1,,
,1,38,,,,1,,,,1,,,,1,,
,1,39,,,1,,,,,1,,,,1,,
,1,40,,,,1,,,,1,,,,1,,
,1,41,,,,1,,,,1,,,,1,,
,1,42,,,1,,,,,1,,,,1,,
,1,43,,,,1,,1,,,,,,1,,
,1,44,,,1,,,,,,1,,,1,,
,1,45,,,1,,,,,1,,,,1,,
,1,46,,,1,,,1,,,,,,1,,
,1,47,,,1,,,,1,,,,1,,,
,1,48,,,1,,,,,,1,,,1,,
,1,49,,,,1,,,,1,,,,1,,
,1,50,,,1,,,,,1,,,,1,,
,2,1,,,,1,,,,,1,,,1,,
,2,2,,,1,,,1,,,,,,1,,
,2,3,,,,1,,,,1,,,,1,,
,2,4,,,1,,,,,1,,,,1,,
,2,5,,,,1,,,,1,,,,1,,
,2,6,,,,1,,,,1,,,,1,,
,2,7,,,1,,,1,,,,,1,,,
,2,8,,,,1,,,,1,,,,1,,
,2,9,,,1,,,,,1,,,,1,,
,2,10,,,,1,,,1,,,,,1,,
,2,11,,,,1,,,,1,,,,1,,
